country,country_name,month_start_utc,month_end_utc,all_articles,ai_articles_strict,ai_proportion_strict,ai_tone_strict,ai_articles_balanced,ai_proportion_balanced,ai_tone_balanced,domains
FI,Finland,2018-06-01T00:00:00Z,2018-07-01T00:00:00Z,19457,86,0.004420003083723082,-0.9017962878380358,86,0.004420003083723082,-0.9017962878380358,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2018-07-01T00:00:00Z,2018-08-01T00:00:00Z,13159,64,0.004863591458317502,0.12205079196807311,64,0.004863591458317502,0.12205079196807311,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2018-08-01T00:00:00Z,2018-09-01T00:00:00Z,11519,34,0.002951645108082299,-0.42459413826220666,34,0.002951645108082299,-0.42459413826220666,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2018-09-01T00:00:00Z,2018-10-01T00:00:00Z,11861,53,0.0044684259337324,0.537524251940088,53,0.0044684259337324,0.537524251940088,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2018-10-01T00:00:00Z,2018-11-01T00:00:00Z,13711,55,0.0040113777259135,0.07187593672709004,55,0.0040113777259135,0.07187593672709004,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2018-11-01T00:00:00Z,2018-12-01T00:00:00Z,15104,66,0.004369703389830508,-0.2861047286869657,66,0.004369703389830508,-0.2861047286869657,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2018-12-01T00:00:00Z,2019-01-01T00:00:00Z,12526,49,0.003911863324285486,0.0948625526115002,49,0.003911863324285486,0.0948625526115002,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2019-01-01T00:00:00Z,2019-02-01T00:00:00Z,14693,112,0.007622677465459742,-2.7392082085817893,112,0.007622677465459742,-2.7392082085817893,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2019-02-01T00:00:00Z,2019-03-01T00:00:00Z,14006,54,0.0038554905040696845,-0.8365311282014516,54,0.0038554905040696845,-0.8365311282014516,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
FI,Finland,2019-03-01T00:00:00Z,2019-04-01T00:00:00Z,14734,45,0.0030541604452287226,0.34401561678649994,45,0.0030541604452287226,0.34401561678649994,"yle.fi,hs.fi,iltasanomat.fi,mtvuutiset.fi,is.fi,kauppalehti.fi,tivi.fi,mediuutiset.fi,energiauutiset.fi,edilex.fi"
